1978-01-07	1	2	11	ffun	confunkshun	
1978-01-07	2	3	9	reach for it	george duke	
1978-01-07	3	4	8	ooh boy	rose royce	
1978-01-07	4	1	13	serpentine fire	earth, wind & fire	
1978-01-07	5	7	8	our love	natalie cole	
1978-01-07	6	5	19	you can't turn me off (in the middle of turning me	high inergy	
1978-01-07	7	10	8	galaxy	war	
1978-01-07	8	11	11	dance, dance, dance (yowsah, yowsah, yowsah)	chic	
1978-01-07	9	9	11	belle	al green	
1978-01-07	10	8	13	native new yorker	odyssey	
1978-01-07	11	13	12	lovely day	bill withers	
1978-01-07	12	12	13	somebody's gotta win, somebody's gotta lose	the controllers	
1978-01-07	13	6	18	(every time i turn around) back in love again	ltd	
1978-01-07	14	17	11	bop gun (endangered species)	parliament	
1978-01-07	15	14	19	if you're not back in love by monday	millie jackson	
1978-01-07	16	15	18	if it don't fit don't force it	kellee patterson	
1978-01-07	17	16	10	gettin ready for love	diana ross	
1978-01-07	18	18	10	come go with me	pockets	
1978-01-07	19	51	3	too hot ta trot	commodores	
1978-01-07	20	19	14	don't ask my neighbors	the emotions	
1978-01-07	21	24	10	in a lifetime	the temptations	
1978-01-07	22	36	8	jack and jill	raydio	
1978-01-07	23	50	6	theme song from "which way is up"	stargard	
1978-01-07	24	25	10	sorry doesn't always make it right	gladys knight and the pips	
1978-01-07	25	31	8	cocomotion	el coco	
1978-01-07	26	41	6	with pen in hand	dorothy moore	
1978-01-07	27	34	8	wrap your arms around me	kc and the sunshine band	
1978-01-07	28	21	13	any way you want me	the sylvers	
1978-01-07	29	23	14	goin' places	the jacksons	
1978-01-07	30	30	10	easy comin' out (hard goin' in)	william bell	
1978-01-07	31	27	13	i'm here again	thelma houston	
1978-01-07	32	49	5	baby,baby my love's all for you	deniece williams	
1978-01-07	33	26	19	just for your love	memphis horns	
1978-01-07	34	35	9	shouting out love	the emotions	
1978-01-07	35	87	3	always and forever	heatwave	
1978-01-07	36	39	9	more than a woman	tavares	
1978-01-07	37	45	7	love me right	denise lasalle	
1978-01-07	38	22	20	dusic	brick	
1978-01-07	39	29	11	runnin' for your lovin	the brothers johnson	
1978-01-07	40	48	7	on fire	t-connection	
1978-01-07	41	38	16	send it	ashford & simpson	
1978-01-07	42	37	14	joy to have your love	patti labelle	
1978-01-07	43	84	3	ain't gonna hurt nobody	brick	
1978-01-07	44	33	8	wide stride	billy preston	
1978-01-07	45	55	5	shout it out	b.t. express	
1978-01-07	46	56	7	le spank	le pamplemousse	
1978-01-07	47	32	13	do do wap is strong in here	curtis mayfield	
1978-01-07	48	43	9	as	stevie wonder	
1978-01-07	49	76	4	soft and easy	the blackbyrds	
1978-01-07	50	44	12	you don't have to say you love me	the floaters	
1978-01-07	51	65	6	baby come back	player	
1978-01-07	52	47	9	a piece of the action	mavis staples	
1978-01-07	53	78	4	i can see clearly now	ray charles	
1978-01-07	54	58	7	i'm gonna make you my wife	the whispers	
1978-01-07	55	66	6	was dog a doughnut	cat stevens	
1978-01-07	56	77	4	i love you	donna summer	
1978-01-07	57	57	8	cheaters never win	love committee	
1978-01-07	58	71	5	spank your blank blank	morris jefferson	
1978-01-07	59	60	5	25th of last december	roberta flack	
1978-01-07	60	79	4	lady love	lou rawls	
1978-01-07	61	61	7	dance to the music	muscle shoals horns	
1978-01-07	62	63	6	choosing you	lenny williams	
1978-01-07	63	73	4	if you don't give a dogone about it	james brown	
1978-01-07	64	59	9	kiss me (the way i like it)	george mccrae	
1978-01-07	65	NEW	1	it's you that i need	enchantment	
1978-01-07	66	53	15	i got to have your love	fantastic four	
