1978-01-07	1	1	1	how deep is your love	bee gees	RSO 882
1978-01-07	2	3	1	baby come back	player	RSO 879
1978-01-07	3	2	1	blue bayou	linda ronstadt	Asylum 45431
1978-01-07	4	6	1	you're in my heart (the final acclaim)	rod stewart	Warner Bros. 8475
1978-01-07	5	5	1	you light up my life	debby boone	Warner/Curb 8455
1978-01-07	6	7	1	(every time i turn around) back in love again	l.t.d.	A&M 1974
1978-01-07	7	8	1	slip slidin' away	paul simon	Columbia 10630
1978-01-07	8	10	1	short people	randy newman	Warner Bros. 8492
1978-01-07	9	9	1	here you come again	dolly parton	RCA 11123
1978-01-07	10	11	1	we are the champions	queen	Elektra 45441
1978-01-07	11	12	1	come sail away	styx	A&M 1977
1978-01-07	12	4	1	sentimental lady	bob welch	Capitol 4479
1978-01-07	13	14	1	you can't turn me off (in the middle of turning me on)	high inergy	Gordy 7155
1978-01-07	14	15	1	just the way you are	billy joel	Columbia 10646
1978-01-07	15	13	1	it's so easy	linda ronstadt	Asylum 45438
1978-01-07	16	16	1	don't it make my brown eyes blue	crystal gayle	United Artists 1016
1978-01-07	17	17	1	you make loving fun	fleetwood mac	Warner Bros. 8483
1978-01-07	18	19	1	point of know return	kansas	Kirshner 4273
1978-01-07	19	23	1	desiree	neil diamond	Columbia 10657
1978-01-07	20	20	1	turn to stone	electric light orchestra	Jet 1099
1978-01-07	21	21	1	the way i feel tonight	bay city rollers	Arista 0272
1978-01-07	22	22	1	runaround sue	leif garrett	Atlantic 3440
1978-01-07	23	24	1	hey deanie	shaun cassidy	Warner/Curb 8488
1978-01-07	24	25	1	(love is) thicker than water	andy gibb	RSO 883
1978-01-07	25	26	1	emotion	samantha sang	Private Stock 45,178
1978-01-07	26	27	1	don't let me be misunderstood	santa esmeralda	Casablanca 902
1978-01-07	27	28	1	serpentine fire	earth, wind & fire	Columbia 10625
1978-01-07	28	29	1	sometimes when we touch	dan hill	20th Century 2355
1978-01-07	29	30	1	dance, dance, dance (yowsah, yowsah, yowsah)	chic	Atlantic 3435
1978-01-07	30	18	1	we're all alone	rita coolidge	A&M 1965
1978-01-07	31	32	1	stayin' alive	bee gees	RSO 885
1978-01-07	32	33	1	native new yorker	odyssey	RCA 11129
1978-01-07	33	34	1	gettin' ready for love	diana ross	Motown 1427
1978-01-07	34	31	1	girls' school / mull of kintyre	wings	Capitol 4504
1978-01-07	35	36	1	what's your name	lynyrd skynyrd	MCA 40819
1978-01-07	36	35	1	if you're not back in love by monday	millie jackson	Spring 175
1978-01-07	37	37	1	peg	steely dan	ABC 12320
1978-01-07	38	38	1	lovely day	bill withers	Columbia 10627
1978-01-07	39	40	1	isn't it time	babys	Chrysalis 2173
