1976-01-03	1	2	1	i write the songs	barry manilow	Arista 0157
1976-01-03	2	3	1	theme from mahogany (do you know where you're going to)	diana ross	Motown 1377
1976-01-03	3	4	1	convoy	c.w. mccall	MGM 14839
1976-01-03	4	1	1	saturday night	bay city rollers	Arista 0149
1976-01-03	5	6	1	love rollercoaster	ohio players	Mercury 73734
1976-01-03	6	8	1	fox on the run	sweet	Capitol 4157
1976-01-03	7	9	1	fly away	john denver	RCA Victor 10517
1976-01-03	8	11	1	you sexy thing	hot chocolate	Big Tree 16047
1976-01-03	9	10	1	i love music (pt. 1)	o'jays	Philadelphia Int’l 3577
1976-01-03	10	12	1	walk away from love	david ruffin	Motown 1376
1976-01-03	11	7	1	that's the way (i like it)	k.c. and the sunshine band	T.K. 1015
1976-01-03	12	14	1	sing a song	earth, wind & fire	Columbia 10251
1976-01-03	13	5	1	let's do it again	staple singers	Curtom 0109
1976-01-03	14	16	1	breaking up is hard to do	neil sedaka	Rocket/MCA 40500
1976-01-03	15	22	1	50 ways to leave your lover	paul simon	Columbia 10270
1976-01-03	16	18	1	evil woman	electric light orchestra	United Artists 729
1976-01-03	17	20	1	love machine (pt. 1)	miracles	Tamla 54262
1976-01-03	18	19	1	over my head	fleetwood mac	Warner Bros. 1339
1976-01-03	19	21	1	country boy (you got your feet in l.a.)	glen campbell	Capitol 4155
1976-01-03	20	23	1	rock and roll all nite	kiss	Casablanca 850
1976-01-03	21	24	1	winners and losers	hamilton, joe frank & reynolds	Playboy 6054
1976-01-03	22	26	1	times of your life	paul anka	United Artists 737
1976-01-03	23	13	1	fly, robin, fly	silver convention	Midland Int’l 10339
1976-01-03	24	38	1	love to love you baby	donna summer	Oasis 401
1976-01-03	25	15	1	sky high	jigsaw	Chelsea 3022
1976-01-03	26	29	1	squeeze box	the who	MCA 40475
1976-01-03	27	28	1	hurricane (pt. 1)	bob dylan	Columbia 10245
1976-01-03	28	31	1	love hurts	nazareth	A&M 1671
1976-01-03	29	39	1	paloma blanca	george baker selection	Warner Bros. 8115
1976-01-03	30	35	1	baby face	wing and a prayer fife & drum corps	Wing & A Prayer 103
1976-01-03	31	32	1	school boy crush	average white band	Atlantic 3304
1976-01-03	32	34	1	wake up everybody (pt. 1)	harold melvin & blue notes	Philadelphia Int’l 3579
1976-01-03	33	36	1	let it shine	olivia newton-john	MCA 40495
1976-01-03	34	17	1	our day will come	frankie valli	Private Stock 45,043
1976-01-03	35	46	1	take it to the limit	eagles	Asylum 45293
1976-01-03	36	42	1	all by myself	eric carmen	Arista 0165
1976-01-03	37	25	1	nights on broadway	bee gees	RSO 515
1976-01-03	38	40	1	down to the line	bachman-turner overdrive	Mercury 73724
1976-01-03	39	27	1	part time love	gladys knight & pips	Buddah 513
1976-01-03	40	30	1	full of fire	al green	Hi 2300
1976-01-03	41	48	1	somewhere in the night	helen reddy	Capitol 4192
1976-01-03	42	43	1	woman tonight	america	Warner Bros. 8157
1976-01-03	43	45	1	for the love of you (pts. 1 & 2)	isley brothers	T-Neck 2259
1976-01-03	44	50	1	golden years	david bowie	RCA Victor 10441
1976-01-03	45	47	1	feelings	morris albert	RCA Victor 10279
1976-01-03	46	33	1	island girl	elton john	MCA 40461
1976-01-03	47	55	1	theme from s.w.a.t.	rhythm heritage	ABC 12135
1976-01-03	48	51	1	this old man	purple reign	Private Stock 45,052
1976-01-03	49	56	1	slow ride	foghat	Bearsville 0306
1976-01-03	50	53	1	let's live together	road apples	Polydor 14285
1976-01-03	51	58	1	play on love	jefferson starship	Grunt 10456
1976-01-03	52	60	1	tracks of my tears	linda ronstadt	Asylum 45295
1976-01-03	53	63	1	fanny (be tender with my love)	bee gees	RSO 519
1976-01-03	54	70	1	let the music play	barry white	20th Century 2265
1976-01-03	55	57	1	fire on the mountain	marshall tucker band	Capricorn 0244
1976-01-03	56	37	1	my little town	simon & garfunkel	Columbia 10230
1976-01-03	57	66	1	love or leave	spinners	Atlantic 3309
1976-01-03	58	65	1	free ride	tavares	Capitol 4184
