1975-01-04	1	1	8	boogie on reggae woman	stevie wonder	
1975-01-04	2	2	11	kung fu fighting	carl douglas	
1975-01-04	3	3	9	you're the first, the last, my everything	barry white	
1975-01-04	4	5	10	funky president (people it's bad)	james brown	
1975-01-04	5	4	15	when will i see you again	the three degrees	
1975-01-04	6	11	7	from his woman to you	barbara mason	
1975-01-04	7	8	8	without love	aretha franklin	
1975-01-04	8	10	9	as long as he takes care of home	candi staton	
1975-01-04	9	6	16	she's gone	tavares	
1975-01-04	10	15	8	i wouldn't treat a dog (the way you treated me)	bobby bland	
1975-01-04	11	16	10	don't take your love	the manhattans	
1975-01-04	12	14	9	i feel sanctified	commodores	
1975-01-04	13	35	4	fire	ohio players	
1975-01-04	14	7	11	whatever you got, i want	jackson 5	
1975-01-04	15	9	11	heavy fallin' out	the stylistics	
1975-01-04	16	24	5	one tear	eddie kendricks	
1975-01-04	17	21	9	i belong to you	love unlimited	
1975-01-04	18	12	10	where are all my friends	harold melvin and the blue notes	
1975-01-04	19	23	6	heartbreak road	bill withers	
1975-01-04	20	26	7	pick up the pieces	average white band	
1975-01-04	21	13	12	you got the love	rufus featuring chaka khan	
1975-01-04	22	33	6	let me start tonite	lamont dozier	
1975-01-04	23	17	13	i feel a song (in my heart)	gladys knight and the pips	
1975-01-04	24	30	7	baby, hang up the phone	carl graves	
1975-01-04	25	20	8	you and i	johnny bristol	
1975-01-04	26	42	5	doctor's orders	carol douglas	
1975-01-04	27	38	6	i am i am	smokey robinson	
1975-01-04	28	18	11	i'll be your everything	percy sledge	
1975-01-04	29	19	12	rockin' soul	the hues corporation	
1975-01-04	30	25	14	sha-la-la (make me happy)	al green	
1975-01-04	31	27	15	woman to woman	shirley brown	
1975-01-04	32	28	13	a nice girl like you	the intruders	
1975-01-04	33	50	6	guilty	first choice	
1975-01-04	34	51	4	rhyme tyme people	kool & the gang	
1975-01-04	35	53	4	struttin'	billy preston	
1975-01-04	36	54	3	midnight sky (part 1)	the isley brothers	
1975-01-04	37	40	8	playing on you	jerry butler	
1975-01-04	38	29	10	words (are impossible)	margie joseph	
1975-01-04	39	44	7	do your thing	james & bobby purify	
1975-01-04	40	47	5	i can't make it without you	tyrone davis	
1975-01-04	41	52	4	my main man	the staple singers	
1975-01-04	42	60	3	happy people	the temptations	
1975-01-04	43	31	10	i've got to see you tonight	timmy thomas	
1975-01-04	44	22	13	three ring circus	blue magic	
1975-01-04	45	62	8	i want to take you home (to see mama)	syl johnson	
1975-01-04	46	56	5	believe half of what you see (and none of what you hear)	leon haywood	
1975-01-04	47	49	8	baby (you know i'm gonna miss you) part 1	montclairs	
1975-01-04	48	43	9	look on the good side	the invitations	
1975-01-04	49	34	18	let's straighten it out	latimore	
1975-01-04	50	61	5	man to woman	lonnie youngblood	
1975-01-04	51	57	9	i am your leader	walter	
1975-01-04	52	66	4	don't cha love it	the miracles	
1975-01-04	53	46	7	keep smilin'	bunny sigler	
1975-01-04	54	67	5	girls (part i)	moments and whatnauts	
1975-01-04	55	68	3	sunshine part ii	the o'jays	
1975-01-04	56	36	16	shoe shoe shine	dynamic superiors	
1975-01-04	57	37	15	love don't love nobody - pt. i	the spinners	
1975-01-04	58	58	13	loneliness has got a hold on me/if i could love you forever	roy "c"	
1975-01-04	59	55	8	let your love come down (let it fall on me)	paul kelly	
1975-01-04	60	64	4	love is what you make it	new york city	
1975-01-04	61	45	11	shoorah! shoorah!	betty wright	
1975-01-04	62	39	21	sexy ida (part 1)	ike & tina turner	
1975-01-04	63	41	10	let me back in	little milton	
1975-01-04	64	74	5	get dancin'	disco tex & the sex-o-lettes featuring sir monti rock iii	
1975-01-04	65	75	4	lady marmalade	labelle	
1975-01-04	66	71	6	bumpin	ground hog	
1975-01-04	67	78	3	expressway to your heart	margo thunder	
1975-01-04	68	48	7	i enjoy loving you	sidney joe qualls	
1975-01-04	69	65	6	master plan	kay-gees	
1975-01-04	70	76	4	tell me what you want	jimmy ruffin	
1975-01-04	71	82	3	toby/that's how long	the chi-lites	
1975-01-04	72	84	2	i won't last a day without you/let me be the one	al wilson	
1975-01-04	73	91	2	i get lifted	george mccrae	
1975-01-04	74	80	6	hot dawgit	ramsey lewis and earth, wind & fire	
1975-01-04	75	81	3	give the little man a great big hand	william devaughn	
1975-01-04	76	86	2	love don't you go through no changes on me	sister sledge	
1975-01-04	77	63	8	sad sweet dreamer	sweet sensation	
1975-01-04	78	83	5	i can't go on	truth	
1975-01-04	79	72	7	trusting heart	the trammps	
1975-01-04	80	NEW	1	just as long as we're together (in my life there will never be another)	gloria scott	
1975-01-04	81	85	6	comin' from all ends	the new birth	
