1970-01-05	1	2	8	i want you back	jackson 5	Motown 1157
1970-01-05	2	1	9	someday we'll be together	diana ross & the supremes	Motown 1156
1970-01-05	3	3	7	ain't it funky now (part 1)	james brown	
1970-01-05	4	4	10	these eyes	jr. walker & the all stars	Soul 35067
1970-01-05	5	7	5	love bones	johnnie taylor	Stax 0055
1970-01-05	6	6	5	what you gave me	marvin gaye & tammi terrell	Tamla 54187
1970-01-05	7	5	10	friendship train	gladys knight and the pips	
1970-01-05	8	8	8	to be young, gifted and black	nina simone	RCA Victor 0269
1970-01-05	9	11	3	let a man come in and do the popcorn (part two)	james brown	
1970-01-05	10	14	8	i love you	otis leavill	Dakar 614
1970-01-05	11	12	10	is it because i'm black	syl johnson	Twinight 125
1970-01-05	12	10	8	eleanor rigby	aretha franklin	Atlantic 2683
1970-01-05	13	17	4	point it out	smokey robinson & the miracles	Tamla 54189
1970-01-05	14	30	4	the touch of you	brenda & the tabulations	Top & Bottom 401
1970-01-05	15	18	6	look-ka py py	the meters	
1970-01-05	16	13	16	baby, i'm for real	the originals	
1970-01-05	17	20	6	hey there lonely girl	eddie holman	ABC 11240
1970-01-05	18	21	3	if walls could talk	little milton	
1970-01-05	19	22	4	i'm so glad i fell for you	david ruffin	Motown 1158
1970-01-05	20	41	2	the thrill is gone	b.b. king	
1970-01-05	21	NEW	1	thank you falettinme be mice elf agin/everybody is a star	sly & the family stone	
1970-01-05	22	15	13	backfield in motion	mel and tim	Bamboo 107
1970-01-05	23	24	5	guess who	ruby winters	
1970-01-05	24	19	6	my honey and me	luther ingram	KoKo 2104
1970-01-05	25	26	6	he made a woman out of me	betty lavette	Silver Fox 17
1970-01-05	26	9	11	yester-me, yester-you, yesterday	stevie wonder	
1970-01-05	27	28	4	lovely way she loves	the moments	Stang 5009
1970-01-05	28	29	5	baby boy	fred hughes	Brunswick 55419
1970-01-05	29	42	3	bold soul sister	ike & tina turner	
1970-01-05	30	25	5	don't let him take your love from me	four tops	Motown 1159
1970-01-05	31	34	3	(gotta find) a brand new lover-part 1	the sweet inspirations	Atlantic 2686
1970-01-05	32	16	5	you keep me hanging on	wilson pickett	Atlantic 2682
1970-01-05	33	23	7	don't let love hang you up	jerry butler	Mercury 72991
1970-01-05	34	35	3	worried life blues	little jr. parker	Minit 32080
1970-01-05	35	31	10	how can i tell my mom & dad	the lovelites	Uni 55181
1970-01-05	36	44	3	dig the way i feel	mary wells	
1970-01-05	37	33	7	it's been a long time	betty everett	Uni 55174
1970-01-05	38	NEW	1	the ghetto-part 1	donny hathaway	Atco 6719
1970-01-05	39	36	6	hello sunshine	rev. maceo woods	
1970-01-05	40	47	2	i'm just a prisoner (of your good lovin')	candi staton	Fame 1460
1970-01-05	41	NEW	1	that's when i'll stop loving you/i'll be sweeter tomorrow	linda jones	
1970-01-05	42	NEW	1	it's gonna take a lot to bring me back	the manhattans	DeLuxe 115
1970-01-05	43	43	3	the unhooked generation	freda payne	Invictus 9073
